"x","y","Spec_id.x","Study_id","Spec_Latin_GBIF","Spec_Latin_GenDivRange","Genus_GBIF","Family_GBIF","Order_GBIF","Spec_common_EOL","Spec_id.y","Pop_id","Geog_1","Geog_2","N","A","A_mean","A_tot","A_eff","A_private","N_genot","Ar","Ho","He","GD_Nei","D_clonal","F_is","F_is_sig","Ploidy","elev","Ice","Tectonic","SeaLevel","Topography","History","stream_size","elevation","slope"
-76.542513,39.03301257,"PEFL","PEFL-3","Perca flavescens (Mitchill; 1814)","Perca flavescens","Perca","Percidae","Perciformes","Yellow Perch","PEFL","PEFL-3-9","United States of America",NA,48,8.29,NA,NA,NA,NA,NA,NA,0.53,0.62,NA,NA,0.145161,NA,"diploid",15,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0667236320429082,0,0
-73.49568853,44.46787591,"PEFL","PEFL-6","Perca flavescens (Mitchill; 1814)","Perca flavescens","Perca","Percidae","Perciformes","Yellow Perch","PEFL","PEFL-6-1","United States of America","Burlington",30,8.53,NA,NA,NA,NA,NA,NA,0.598,0.666,NA,NA,NA,NA,"diploid",204,"Glaciated","Stable","Unflooded","Lowland","Stable Glaciated Lowland",0.0667236320429082,158,2.99516749382019
-76.24303923,39.43544932,"PEFL","PEFL-6","Perca flavescens (Mitchill; 1814)","Perca flavescens","Perca","Percidae","Perciformes","Yellow Perch","PEFL","PEFL-6-2","United States of America","Bush R.",32,10.53,NA,NA,NA,NA,NA,NA,0.67,0.758,NA,NA,NA,NA,"diploid",6,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0667236320429082,-3,3.72721264356514e-17
-85.06438559,31.43325519,"PEFL","PEFL-6","Perca flavescens (Mitchill; 1814)","Perca flavescens","Perca","Percidae","Perciformes","Yellow Perch","PEFL","PEFL-6-3","United States of America","Chattahoochee",12,4.6,NA,NA,NA,NA,NA,NA,0.441,0.578,NA,NA,NA,NA,"diploid",69,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.0117557199590371,49,3.57243895530701
-73.78759395,43.24234348,"PEFL","PEFL-6","Perca flavescens (Mitchill; 1814)","Perca flavescens","Perca","Percidae","Perciformes","Yellow Perch","PEFL","PEFL-6-5","United States of America","Hudson R.",16,7.2,NA,NA,NA,NA,NA,NA,0.592,0.678,NA,NA,NA,NA,"diploid",219,"Glaciated","Stable","Unflooded","Lowland","Stable Glaciated Lowland",0.0667236320429082,131,0.877658903598785
-76.29808354,35.93314212,"PEFL","PEFL-6","Perca flavescens (Mitchill; 1814)","Perca flavescens","Perca","Percidae","Perciformes","Yellow Perch","PEFL","PEFL-6-7","United States of America","Scuppernong River",32,9.33,NA,NA,NA,NA,NA,NA,0.623,0.675,NA,NA,NA,NA,"diploid",-1,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.237440856015034,-2,2.48480837389805e-17
-69.3814932,44.78721903,"PEFL","PEFL-6","Perca flavescens (Mitchill; 1814)","Perca flavescens","Perca","Percidae","Perciformes","Yellow Perch","PEFL","PEFL-6-8","United States of America","Sebasticook River",17,6.2,NA,NA,NA,NA,NA,NA,0.502,0.633,NA,NA,NA,NA,"diploid",66,"Glaciated","Stable","Unflooded","Lowland","Stable Glaciated Lowland",0.0667236320429082,62,0.590930163860321
-68.19948115,47.31764626,"PEFL","PEFL-6","Perca flavescens (Mitchill; 1814)","Perca flavescens","Perca","Percidae","Perciformes","Yellow Perch","PEFL","PEFL-6-9","United States of America","St. Johns River",32,9.73,NA,NA,NA,NA,NA,NA,0.391,0.624,NA,NA,NA,NA,"diploid",186,"Glaciated","Stable","Unflooded","Lowland","Stable Glaciated Lowland",0.0667236320429082,208,3.59369158744812
-79.55158809,37.22060582,"PERE","PERE-1","Percina rex (Jordan & Evermann; 1889)","Percina rex","Percina","Percidae","Perciformes","Roanoke Logperch","PERE","PERE-1-1","United States of America","Goose River",8,3.1,NA,NA,NA,NA,NA,NA,0.448,0.532,NA,NA,NA,NA,"diploid",259,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.0667236320429082,256,4.87612819671631
-79.92758189,36.70998219,"PERE","PERE-1","Percina rex (Jordan & Evermann; 1889)","Percina rex","Percina","Percidae","Perciformes","Roanoke Logperch","PERE","PERE-1-2","United States of America","Lower Smith River",47,4.5,NA,NA,NA,NA,NA,NA,0.645,0.676,NA,NA,NA,NA,"diploid",261,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.237440856015034,242,3.53453993797302
-77.56558987,36.95111504,"PERE","PERE-1","Percina rex (Jordan & Evermann; 1889)","Percina rex","Percina","Percidae","Perciformes","Roanoke Logperch","PERE","PERE-1-3","United States of America","Nottoway River",57,5.15,NA,NA,NA,NA,NA,NA,0.687,0.695,NA,NA,NA,NA,"diploid",63,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.237440856015034,63,0.338708579540253
-79.3726377,37.28230704,"PERE","PERE-1","Percina rex (Jordan & Evermann; 1889)","Percina rex","Percina","Percidae","Perciformes","Roanoke Logperch","PERE","PERE-1-4","United States of America","Otter River",96,3.14,NA,NA,NA,NA,NA,NA,0.569,0.554,NA,NA,NA,NA,"diploid",240,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.0667236320429082,242,1.42588293552399
-79.80561615,36.94607356,"PERE","PERE-1","Percina rex (Jordan & Evermann; 1889)","Percina rex","Percina","Percidae","Perciformes","Roanoke Logperch","PERE","PERE-1-5","United States of America","Pigg River",92,4.8,NA,NA,NA,NA,NA,NA,0.607,0.639,NA,NA,NA,NA,"diploid",298,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.0667236320429082,294,2.60080051422119
-80.04695304,37.25455461,"PERE","PERE-1","Percina rex (Jordan & Evermann; 1889)","Percina rex","Percina","Percidae","Perciformes","Roanoke Logperch","PERE","PERE-1-6","United States of America","Roanoke River",183,8.308,NA,NA,NA,NA,NA,NA,0.805,0.832,NA,NA,NA,NA,"diploid",406,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.0667236320429082,358,1.91948342323303
-80.17506925,36.82578952,"PERE","PERE-1","Percina rex (Jordan & Evermann; 1889)","Percina rex","Percina","Percidae","Perciformes","Roanoke Logperch","PERE","PERE-1-7","United States of America","Upper Smith River",42,6.8,NA,NA,NA,NA,NA,NA,0.779,0.802,NA,NA,NA,NA,"diploid",384,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",0.0667236320429082,356,7.26907634735107
-94.06668503,35.44795371,"POSP","POSP-1","Polyodon spathula (Walbaum; 1792)","Polyodon spathula","Polyodon","Polyodontidae","Acipenseriformes","Mississippi Paddlefish","POSP","POSP-1-1","United States of America","Arkansas River",47,NA,NA,NA,NA,NA,NA,NA,0.665,0.707,NA,NA,NA,NA,"diploid",153,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",0.254642218373581,113,0.11968195438385
-100.6132404,46.16304552,"POSP","POSP-1","Polyodon spathula (Walbaum; 1792)","Polyodon spathula","Polyodon","Polyodontidae","Acipenseriformes","Mississippi Paddlefish","POSP","POSP-1-4","United States of America","Missouri River",47,NA,NA,NA,NA,NA,NA,NA,0.743,0.738,NA,NA,NA,NA,"diploid",485,"Unglaciated","Stable","Unflooded","Highland","Stable Unglaciated Highland",1.27647949511268,490,9.69075254239713e-16
-93.11774199,31.87817533,"POSP","POSP-1","Polyodon spathula (Walbaum; 1792)","Polyodon spathula","Polyodon","Polyodontidae","Acipenseriformes","Mississippi Paddlefish","POSP","POSP-1-5","United States of America","Red River (LA) + Red River (OK) + Big Muddy River + Tennessee River",161,NA,NA,NA,NA,NA,NA,NA,0.694,0.716,NA,NA,NA,NA,"diploid",37,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.207826847202316,28,0.226711854338646
-87.91527339,31.45109542,"POSP","POSP-1","Polyodon spathula (Walbaum; 1792)","Polyodon spathula","Polyodon","Polyodontidae","Acipenseriformes","Mississippi Paddlefish","POSP","POSP-1-6","United States of America","Tombigbee River",47,NA,NA,NA,NA,NA,NA,NA,0.602,0.59,NA,NA,NA,NA,"diploid",19,"Unglaciated","Stable","Flooded","Lowland","Stable Unglaciated Lowland - Flooded",0.0117557199590371,1,0.228625357151031
-89.12568015,37.10339775,"POSP","POSP-1","Polyodon spathula (Walbaum; 1792)","Polyodon spathula","Polyodon","Polyodontidae","Acipenseriformes","Mississippi Paddlefish","POSP","POSP-1-8","United States of America","White River + Ohio River",45,NA,NA,NA,NA,NA,NA,NA,0.67,0.695,NA,NA,NA,NA,"diploid",95,"Unglaciated","Stable","Unflooded","Lowland","Stable Unglaciated Lowland",1.03886228426234,90,0.253152579069138
-114.3926597,47.03588214,"PRWI","PRWI-2","Prosopium williamsoni (Girard; 1856)","Prosopium williamsoni","Prosopium","Salmonidae","Salmoniformes","Mountain Whitefish","PRWI","PRWI-2-1","United States of America","Ninemile Creek",30,3.5,NA,NA,NA,NA,NA,NA,NA,0.4504,NA,NA,NA,NA,"diploid",966,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.360467742177429,915,3.78322124481201
-114.1968756,48.16340501,"PRWI","PRWI-2","Prosopium williamsoni (Girard; 1856)","Prosopium williamsoni","Prosopium","Salmonidae","Salmoniformes","Mountain Whitefish","PRWI","PRWI-2-10","United States of America","Flathead River",30,3.125,NA,NA,NA,NA,NA,NA,NA,0.4812,NA,NA,NA,NA,"diploid",890,"Glaciated","Active","Unflooded","Highland","Active Glaciated Highland",1.41049904981671,880,0.0982661694288254
-113.9620571,46.91936997,"PRWI","PRWI-2","Prosopium williamsoni (Girard; 1856)","Prosopium williamsoni","Prosopium","Salmonidae","Salmoniformes","Mountain Whitefish","PRWI","PRWI-2-2","United States of America","Rattlesnake Creek 2000",51,3.5,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,"diploid",1235,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.726581956646183,1081,7.14390420913696
-113.9620571,46.91936997,"PRWI","PRWI-2","Prosopium williamsoni (Girard; 1856)","Prosopium williamsoni","Prosopium","Salmonidae","Salmoniformes","Mountain Whitefish","PRWI","PRWI-2-3","United States of America","Rattlesnake Creek 2001",39,3.375,NA,NA,NA,NA,NA,NA,NA,0.4523,NA,NA,NA,NA,"diploid",1235,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.726581956646183,1081,7.14390420913696
-113.8883801,46.86993831,"PRWI","PRWI-2","Prosopium williamsoni (Girard; 1856)","Prosopium williamsoni","Prosopium","Salmonidae","Salmoniformes","Mountain Whitefish","PRWI","PRWI-2-4","United States of America","Clark Fork River-Milltown Dam",20,3.125,NA,NA,NA,NA,NA,NA,NA,0.4368,NA,NA,NA,NA,"diploid",1139,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.726581956646183,994,0.47055771946907
-113.6732348,46.7012396,"PRWI","PRWI-2","Prosopium williamsoni (Girard; 1856)","Prosopium williamsoni","Prosopium","Salmonidae","Salmoniformes","Mountain Whitefish","PRWI","PRWI-2-5","United States of America","Rock Creek",42,3.375,NA,NA,NA,NA,NA,NA,NA,0.4608,NA,NA,NA,NA,"diploid",1191,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0525924501191706,1090,1.28224110603333
-114.1809433,46.24363542,"PRWI","PRWI-2","Prosopium williamsoni (Girard; 1856)","Prosopium williamsoni","Prosopium","Salmonidae","Salmoniformes","Mountain Whitefish","PRWI","PRWI-2-6","United States of America","Bitterroot",36,3.75,NA,NA,NA,NA,NA,NA,NA,0.4469,NA,NA,NA,NA,"diploid",1110,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",1.01848624418882,1095,3.71326208114624
-114.1897749,45.88523001,"PRWI","PRWI-2","Prosopium williamsoni (Girard; 1856)","Prosopium williamsoni","Prosopium","Salmonidae","Salmoniformes","Mountain Whitefish","PRWI","PRWI-2-7","United States of America","W.F. Bitterroot River",41,3.375,NA,NA,NA,NA,NA,NA,NA,0.4367,NA,NA,NA,NA,"diploid",1436,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0760346862759976,1270,1.94534516334534
-113.9099868,45.85680272,"PRWI","PRWI-2","Prosopium williamsoni (Girard; 1856)","Prosopium williamsoni","Prosopium","Salmonidae","Salmoniformes","Mountain Whitefish","PRWI","PRWI-2-8","United States of America","E.F. Bitterroot River",43,3.25,NA,NA,NA,NA,NA,NA,NA,0.4843,NA,NA,NA,NA,"diploid",1573,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.0760346862759976,1400,6.65085554122925
-113.1215238,46.94265387,"PRWI","PRWI-2","Prosopium williamsoni (Girard; 1856)","Prosopium williamsoni","Prosopium","Salmonidae","Salmoniformes","Mountain Whitefish","PRWI","PRWI-2-9","United States of America","N.F. Blackfoot River",50,4,NA,NA,NA,NA,NA,NA,NA,0.4501,NA,NA,NA,NA,"diploid",1327,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.043059489460447,1270,7.12304449081421
-123.295155,46.9465,"RHCA","RHCA-1","Rhinichthys cataractae (Valenciennes; 1842)","Rhinichthys cataractae","Rhinichthys","Cyprinidae","Cypriniformes","Longnose Dace","RHCA","RHCA-1-11","United States of America","Porter Creek",5,3.94,NA,NA,NA,NA,NA,NA,0.78,0.68,NA,NA,NA,NA,"diploid",121,"Unglaciated","Active","Unflooded","Lowland","Active Unglaciated Lowland",0.0592118596318461,17,0.447910249233246
-123.5410362,47.05973603,"RHCA","RHCA-1","Rhinichthys cataractae (Valenciennes; 1842)","Rhinichthys cataractae","Rhinichthys","Cyprinidae","Cypriniformes","Longnose Dace","RHCA","RHCA-1-12","United States of America","West Fork Satsop River",25,4.27,NA,NA,NA,NA,NA,NA,0.81,0.83,NA,NA,NA,NA,"diploid",92,"Unglaciated","Active","Unflooded","Lowland","Active Unglaciated Lowland",0.0592118596318461,24,0.418270647525787
-119.8946089,42.0850089,"RHOS","RHOS-1","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-1-2","United States of America","Foskett Spring",41,9.625,NA,NA,NA,NA,NA,NA,0.787,0.752,NA,NA,NA,NA,"diploid",1422,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",1.69338914478693,1369,0.0820125043392181
-119.7447085,43.70699153,"RHOS","RHOS-1","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-1-3","United States of America","Malheur",40,13.75,NA,NA,NA,NA,NA,NA,0.721,0.761,NA,NA,NA,NA,"diploid",1484,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",1.69338914478693,1424,2.29479575157166
-120.0788931,42.14495836,"RHOS","RHOS-1","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-1-6","United States of America","Warner",62,12.375,NA,NA,NA,NA,NA,NA,0.737,0.761,NA,NA,NA,NA,"diploid",1797,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",1.69338914478693,1674,1.54988276958466
-120.6665307,35.28905987,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-1","United States of America","Brizzolari creek",3,NA,NA,NA,NA,NA,NA,NA,0.333,0.6,NA,NA,NA,NA,"diploid",110,"Unglaciated","Active","Unflooded","Lowland","Active Unglaciated Lowland",0.543486406005539,69,1.01118040084839
-119.9256105,34.76574659,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-10","United States of America","Manzana creek",4,NA,NA,NA,NA,NA,NA,NA,0.403,0.6,NA,NA,NA,NA,"diploid",812,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.543486406005539,582,4.87096643447876
-118.707629,37.58797063,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-11","United States of America","Marvin's marsh",3,NA,NA,NA,NA,NA,NA,NA,0.667,0.766,NA,NA,NA,NA,"diploid",2084,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.661958743334323,2073,1.35658979415894
-117.110219,34.08351612,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-12","United States of America","Mill creek",5,NA,NA,NA,NA,NA,NA,NA,0.74,0.63,NA,NA,NA,NA,"diploid",608,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.12751332029896,563,1.93227386474609
-117.8457136,34.26889639,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-13","United States of America","North fork san gabriel river",2,NA,NA,NA,NA,NA,NA,NA,1,0.64,NA,NA,NA,NA,"diploid",880,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.12751332029896,733,5.77923059463501
-118.7034026,37.35743141,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-14","United States of America","Pine creek",3,NA,NA,NA,NA,NA,NA,NA,0.667,0.766,NA,NA,NA,NA,"diploid",3063,"Glaciated","Active","Unflooded","Highland","Active Glaciated Highland",0.661958743334323,2427,16.860767364502
-117.2121461,34.09420659,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-15","United States of America","Plunge creek",21,NA,NA,NA,NA,NA,NA,NA,0.67,0.83,NA,NA,NA,NA,"diploid",354,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.12751332029896,359,0.706424474716187
-117.3527184,34.04588759,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-16","United States of America","Twin creek",12,NA,NA,NA,NA,NA,NA,NA,0.6,0.71,NA,NA,NA,NA,"diploid",298,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.12751332029896,267,0.229965493083
-117.5041865,34.1302173,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-2","United States of America","Cajon creek",21,NA,NA,NA,NA,NA,NA,NA,0.782,0.83,NA,NA,NA,NA,"diploid",407,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.12751332029896,408,0.727050304412842
-117.7675831,34.22929106,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-3","United States of America","Cattle canyon",3,NA,NA,NA,NA,NA,NA,NA,0.905,0.75,NA,NA,NA,NA,"diploid",833,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.12751332029896,587,7.80948734283447
-117.1852431,34.15379603,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-4","United States of America","City creek",14,NA,NA,NA,NA,NA,NA,NA,0.673,0.78,NA,NA,NA,NA,"diploid",761,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.12751332029896,570,10.6134653091431
-117.80662,34.2357006,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-5","United States of America","East fork san gabriel river",2,NA,NA,NA,NA,NA,NA,NA,1,0.64,NA,NA,NA,NA,"diploid",818,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.12751332029896,491,12.5532112121582
-118.5218949,34.64232241,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-6","United States of America","Fish creek",5,NA,NA,NA,NA,NA,NA,NA,0.6,0.65,NA,NA,NA,NA,"diploid",1033,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.12751332029896,777,11.9107160568237
-118.388826,34.14515442,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-7","United States of America","Hain creek",2,NA,NA,NA,NA,NA,NA,NA,0.64,0.5,NA,NA,NA,NA,"diploid",256,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.12751332029896,178,0.158734142780304
-117.313531,34.0525859,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-8","United States of America","Indian creek",7,NA,NA,NA,NA,NA,NA,NA,0.49,0.54,NA,NA,NA,NA,"diploid",301,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.12751332029896,285,0.383289635181427
-117.4770512,34.23014995,"RHOS","RHOS-2","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-2-9","United States of America","Lytle creek",28,NA,NA,NA,NA,NA,NA,NA,0.57,0.63,NA,NA,NA,NA,"diploid",1208,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.12751332029896,811,6.64221048355103
-123.6342036,41.2517126,"RHOS","RHOS-3","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-3-1","United States of America","Big Bar",46,15.6,NA,NA,NA,NA,NA,NA,0.63,0.74,NA,NA,NA,NA,"diploid",469,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.516940428184854,84,2.7291579246521
-123.2304499,41.29349654,"RHOS","RHOS-3","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-3-10","United States of America","North fork Salmon",34,11.9,NA,NA,NA,NA,NA,NA,0.54,0.62,NA,NA,NA,NA,"diploid",979,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.516940428184854,534,11.7120771408081
-122.0722821,42.69418569,"RHOS","RHOS-3","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-3-11","United States of America","Seven Mile Creek",44,15,NA,NA,NA,NA,NA,NA,0.65,0.74,NA,NA,NA,NA,"diploid",1376,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",1.69338914478693,1273,0.35025954246521
-122.5918413,41.81336791,"RHOS","RHOS-3","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-3-12","United States of America","Shasta River (Lower)",48,17.6,NA,NA,NA,NA,NA,NA,0.72,0.74,NA,NA,NA,NA,"diploid",849,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",1.69338914478693,706,28.2615547180176
-122.4380547,41.59083132,"RHOS","RHOS-3","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-3-13","United States of America","Shasta River (Upper)",30,13.5,NA,NA,NA,NA,NA,NA,0.67,0.69,NA,NA,NA,NA,"diploid",808,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",1.69338914478693,786,1.42990183830261
-123.2148929,41.18675893,"RHOS","RHOS-3","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-3-14","United States of America","South Fork Salmon",44,11.6,NA,NA,NA,NA,NA,NA,0.53,0.59,NA,NA,NA,NA,"diploid",789,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.516940428184854,536,6.11384105682373
-123.3289518,40.37683637,"RHOS","RHOS-3","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-3-15","United States of America","South Fork Trinity River",48,10.3,NA,NA,NA,NA,NA,NA,0.51,0.55,NA,NA,NA,NA,"diploid",961,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.516940428184854,747,17.2357063293457
-122.0278634,42.15258178,"RHOS","RHOS-3","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-3-16","United States of America","Spencer Creek",43,15.4,NA,NA,NA,NA,NA,NA,0.65,0.74,NA,NA,NA,NA,"diploid",1211,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",1.69338914478693,1159,1.12260723114014
-121.8625011,42.56333488,"RHOS","RHOS-3","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-3-17","United States of America","Sprague River",46,17.9,NA,NA,NA,NA,NA,NA,0.67,0.74,NA,NA,NA,NA,"diploid",1317,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",1.69338914478693,1279,2.53903412818909
-123.6405179,41.02552449,"RHOS","RHOS-3","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-3-18","United States of America","Tish Tang Creek",40,14.5,NA,NA,NA,NA,NA,NA,0.6,0.67,NA,NA,NA,NA,"diploid",259,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.516940428184854,116,8.92942714691162
-122.4644934,41.86623232,"RHOS","RHOS-3","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-3-19","United States of America","Willow Creek",44,15.4,NA,NA,NA,NA,NA,NA,0.72,0.72,NA,NA,NA,NA,"diploid",748,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",1.69338914478693,713,0.631759881973267
-123.9074304,41.44445254,"RHOS","RHOS-3","Rhinichthys osculus (Girard; 1856)","Rhinichthys osculus","Rhinichthys","Cyprinidae","Cypriniformes","Speckled Dace","RHOS","RHOS-3-2","United States of America","Blue Creek",47,16.9,NA,NA,NA,NA,NA,NA,0.64,0.74,NA,NA,NA,NA,"diploid",302,"Unglaciated","Active","Unflooded","Highland","Active Unglaciated Highland",0.516940428184854,44,4.3159613609314
