GVL Code,Alternate Sample Name,Indentifier,Sequenced Under,Genus,Species,Subspecies,Authority,Common Name,Source Location,Coordinates,Collection Date,Collector,Container Name,Notes,
KLS_2804-016,,,Catostomus snyderi,Catostomus,snyderi,,Gilbert 1898,Klamath Largescale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KLS_2905-001,,,Catostomus snyderi,Catostomus,snyderi,,Gilbert 1898,Klamath Largescale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KLS_2905-019,,,Catostomus snyderi,Catostomus,snyderi,,Gilbert 1898,Klamath Largescale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KLS_2905-023,,,Catostomus snyderi,Catostomus,snyderi,,Gilbert 1898,Klamath Largescale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KLS_2897-059,,,Catostomus snyderi,Catostomus,snyderi,,Gilbert 1898,Klamath Largescale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KLS_2897-060,,,Catostomus snyderi,Catostomus,snyderi,,Gilbert 1898,Klamath Largescale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KLS_3228-039,,,Catostomus snyderi,Catostomus,snyderi,,Gilbert 1898,Klamath Largescale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KLS_3228-043,,,Catostomus snyderi,Catostomus,snyderi,,Gilbert 1898,Klamath Largescale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KLS_3228-046,,,Catostomus snyderi,Catostomus,snyderi,,Gilbert 1898,Klamath Largescale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KLS_3228-047,,,Catostomus snyderi,Catostomus,snyderi,,Gilbert 1898,Klamath Largescale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KLS_3228-048,,,Catostomus snyderi,Catostomus,snyderi,,Gilbert 1898,Klamath Largescale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KLS_3228-049,,,Catostomus snyderi,Catostomus,snyderi,,Gilbert 1898,Klamath Largescale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KLS_3228-050,,,Catostomus snyderi,Catostomus,snyderi,,Gilbert 1898,Klamath Largescale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2728-012,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2728-017,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2728-020,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2728-021,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2728-026,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2728-029,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2728-033,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2728-036,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2728-040,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2735-045,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2735-076,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2735-077,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2735-079,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2735-084,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2735-085,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2735-086,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2735-088,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2896-002,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2896-003,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2896-004,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2896-006,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2896-007,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2896-008,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2896-010,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
LRS_2896-011,,,Deltistes luxatus,Deltistes,luxatus,,(Cope 1879),Lost River Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-072,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-073,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-074,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-082,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-083,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-084,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-085,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-086,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-087,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-088,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-089,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-090,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-091,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-092,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-093,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-094,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-095,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2894-096,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2898-077,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2898-084,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2949_043,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2801-015,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2801-017,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2801-018,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
SNS_2801-025,,,Chasmistes brevirostris,Chasmistes,brevirostris,,Cope 1879,Shortnose Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-001,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-002,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-003,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-004,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-005,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-006,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-007,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-008,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-009,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-010,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-011,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-012,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-013,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-014,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-015,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
KSS_3734-016,,,Catostomus rimiculus,Catostomus,rimiculus,,Gilbert & Snyder 1898,Klamath Smallscale Sucker,"Klamath basin, OR",,,"Christain Smith, FWS",Klamath_Suckers_Klamath_Basin_OR_2021,,
